# Constructed from biom file
#OTU ID	F42-H8	F25-T8	F35-T8	F08-H0	F25-H0	F24-H0	F37-H0	F21-H0	F26-H8	F17-T8	F27-T8	F36-H8	F18-H0	F30-T8	F25-T0	F28-T0	F44-T0	F08-T0	F31-T8	F27-H8	F42-H0	F01-H0	F24-T0	F31-T0	F08-T8	F45-H0	F32-H8	F19-H0	F06-H0	F23-T8	F30-T0	F22-T0	F04-H0	F37-T8	F10-T8	F10-T0	F17-T0	F19-T0	F36-T8	F26-T0	F18-H8	F04-T0	F19-H8	F12-T8	F14-T8	F12-T0	F39-H0	F34-H0	F12-H8	F33-T0	F17-H0	F06-H8	F21-T0	F45-T8	F28-T8	F11-H8	F14-T0	F44-T8	F23-H0	F45-T0	F20-H8	F45-H8	F35-T0	F18-T8	F22-H8	F13-H8	F08-H8	F06-T8	F42-T8	F38-T8	F06-T0	F39-T0	F04-T8	F11-H0	F09-H8	F30-H8	F15-T0	F09-H0	F20-H0	F16-T0	F10-H0	F42-T0	F30-H0	F14-H8	F23-T0	F38-T0	F16-H8	F20-T0	F35-H8	F37-T0	F39-H8	F05-T0	F31-H8	F33-H0	F10-H8	F33-T8	F11-T8	F01-H8	F20-T8	F09-T8	F21-H8	F24-H8	F16-T8	F28-H8	F05-H0	F15-H0	F44-H8	F13-T0	F32-T0	F37-H8	F14-H0	F09-T0	F01-T0	F19-T8	F39-T8	F34-H8	F27-H0	F04-H8	F05-H8	F31-H0	F32-T8	F01-T8	F21-T8	F22-H0	F32-H0	F33-H8	F15-H8	F05-T8	F36-T0	F18-T0	F16-H0	F25-H8	F26-H0	F34-T8	F22-T8	F17-H8	F38-H8	F38-H0	F44-H0	F27-T0	F28-H0	F24-T8	F23-H8	F34-T0	F13-T8	F36-H0	F15-T8	F26-T8	F35-H0	F12-H0	F13-H0	F11-T0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F xylanophilum	6.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	20.0	8.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	16.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__TANB77;f__CAG-508;g__CAG-273;__	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides_B_862066;s__Parabacteroides_B_862066 faecis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A_871400;s__Alistipes_A_871400 finegoldii	0.0	10.0	0.0	16.0	0.0	0.0	13.0	747.0	4.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	14.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	4.0	17.0	0.0	27.0	0.0	3072.0	234.0	0.0	0.0	0.0	54.0	0.0	7.0	8.0	259.0	38.0	0.0	0.0	0.0	22.0	24.0	0.0	0.0	645.0	1.0	3.0	0.0	147.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	329.0	0.0	0.0	53.0	0.0	2.0	47.0	0.0	13.0	0.0	0.0	1.0	0.0	5.0	665.0	0.0	0.0	41.0	5.0	262.0	2.0	0.0	0.0	8.0	5.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	162.0	0.0	12.0	2.0	2.0	2.0	0.0	4.0	16.0	0.0	29.0	2.0	3.0	135.0	0.0	0.0	0.0	36.0	1.0	0.0	5.0	0.0	144.0	0.0	7.0	57.0	0.0	0.0	2.0	17.0	2.0	0.0	6.0	2.0	4.0	0.0	7.0	23.0	0.0	0.0	54.0	0.0	14.0	0.0	2.0	3.0	0.0	1.0	0.0	87.0	4.0	3.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A_121497;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	15.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__	5.0	5.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0	3.0	0.0	0.0	3.0	0.0	3.0	0.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	2.0	0.0	0.0	0.0	3.0	6.0	2.0	0.0	2.0	2.0	2.0	0.0	4.0	5.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	2.0	2.0	2.0	0.0	5.0	0.0	0.0	5.0	2.0	0.0	2.0	6.0	2.0	0.0	2.0	0.0	7.0	2.0	4.0	0.0	4921.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	4.0	4.0	0.0	5.0	2.0	0.0	4.0	6.0	283.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	6.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	429.0	0.0	0.0	3.0	0.0	2.0	3.0	2.0	0.0	0.0	4.0	3.0	0.0	4.0	0.0	0.0	2.0	4.0	0.0	3.0	1051.0	2.0	0.0	0.0	2.0	5.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	44.0	6.0	7.0	3.0	2.0	2.0	6.0	2.0	4.0	15.0	0.0	5.0	1373.0	51.0	5.0	0.0	4.0	6.0	4.0	3.0	0.0	4.0	4.0	4.0	2.0	7.0	1074.0	0.0	4.0	3.0	8.0	2.0	2.0	5.0	3191.0	8.0	2.0	5.0	5.0	5.0	12.0	2.0	13.0	482.0	0.0	43.0	4.0	3.0	183.0	1.0	0.0	11.0	2.0	2.0	6.0	257.0	2.0	2.0	0.0	0.0	6.0	6.0	3.0	226.0	3.0	2.0	722.0	10.0	0.0	92.0	6.0	0.0	0.0	5.0	2.0	0.0	10.0	2.0	2.0	7.0	56.0	0.0	2.0	2.0	9.0	33.0	0.0	5.0	7.0	5.0	4.0	6.0	0.0	0.0	4.0	0.0	472.0	2.0	0.0	6.0	0.0	2.0	5.0	4.0	4.0	4.0	3.0	3.0	76.0	4.0	0.0	6.0	4.0	4.0	2.0	49.0	0.0	2.0	4.0	4.0	171.0	4.0	13.0	2.0	68.0	0.0	463.0	20.0	0.0	168.0	3.0	5.0	0.0	3618.0	3.0	1.0	2.0	145.0	13.0	5.0	4.0	5.0	4.0	838.0	2.0	3.0	97.0	3.0	6.0	433.0	3.0	23.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Huintestinicola;s__Huintestinicola butyrica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	3.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	6.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	5.0	2.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	13.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	26.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__UBA644;g__UBA644;s__UBA644 sp002299265	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	8.0	0.0	0.0	22.0	52.0	11.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	104.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	62.0	3.0	0.0	0.0	2.0	7.0	2.0	51.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	33.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	9.0	0.0	0.0	0.0	10.0	2.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	12.0	0.0	2.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	22.0	4.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	5.0	0.0	0.0	86.0	2.0	2.0	36.0	8.0	0.0	0.0	0.0	0.0	51.0	0.0	5.0	10.0	0.0	0.0	11.0	2.0	0.0	16.0	11.0	0.0	0.0	0.0	113.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	3.0	15.0	16.0	0.0	0.0	0.0	0.0	14.0	35.0	0.0	0.0	2.0	0.0	17.0	3.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	29.0	5.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	5.0	0.0	2.0	15.0	3.0	0.0	0.0	0.0	19.0	0.0	42.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	100.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A_187866;s__Coprococcus_A_187866 catus_A	82.0	6.0	54.0	110.0	3.0	168.0	202.0	4.0	83.0	19.0	9.0	194.0	64.0	2.0	9.0	2.0	41.0	33.0	19.0	9.0	28.0	168.0	30.0	7.0	14.0	9.0	104.0	33.0	4.0	198.0	6.0	43.0	0.0	60.0	15.0	0.0	35.0	139.0	14.0	31.0	21.0	0.0	105.0	83.0	136.0	8.0	48.0	56.0	16.0	32.0	48.0	0.0	2.0	2.0	0.0	60.0	72.0	248.0	14.0	0.0	6.0	4.0	93.0	171.0	25.0	2.0	6.0	3.0	10.0	123.0	26.0	0.0	4.0	71.0	22.0	4.0	33.0	33.0	2.0	2.0	6.0	26.0	6.0	37.0	16.0	11.0	0.0	2.0	13.0	131.0	42.0	23.0	18.0	29.0	22.0	16.0	40.0	4.0	0.0	73.0	0.0	24.0	2.0	6.0	26.0	22.0	92.0	0.0	55.0	50.0	13.0	2.0	19.0	12.0	21.0	185.0	5.0	6.0	19.0	30.0	37.0	15.0	9.0	442.0	41.0	33.0	65.0	24.0	0.0	176.0	4.0	2.0	39.0	280.0	98.0	196.0	44.0	34.0	407.0	5.0	0.0	87.0	56.0	49.0	0.0	176.0	4.0	30.0	96.0	11.0	0.0	34.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;__	0.0	0.0	209.0	0.0	0.0	0.0	55.0	0.0	0.0	18.0	18.0	0.0	28.0	0.0	0.0	0.0	1092.0	7.0	0.0	134.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	28.0	0.0	8.0	0.0	0.0	3.0	52.0	68.0	16.0	3.0	59.0	2.0	0.0	2.0	0.0	27.0	0.0	11.0	0.0	0.0	0.0	0.0	17.0	6.0	15.0	6.0	11.0	0.0	0.0	10.0	1604.0	13.0	10.0	9.0	21.0	606.0	351.0	0.0	195.0	51.0	18.0	2.0	0.0	4.0	3.0	1.0	0.0	5.0	0.0	0.0	12.0	227.0	258.0	35.0	6.0	0.0	6.0	14.0	1.0	117.0	54.0	141.0	11.0	0.0	0.0	0.0	14.0	0.0	15.0	7.0	8.0	48.0	1.0	0.0	0.0	19.0	0.0	0.0	0.0	204.0	206.0	0.0	24.0	4.0	4.0	65.0	17.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	5.0	31.0	0.0	0.0	14.0	0.0	6.0	0.0	30.0	86.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	1442.0	7.0	0.0	0.0	8.0	0.0	78.0	0.0	5.0	17.0	391.0	0.0	89.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides_B_862066;s__Parabacteroides_B_862066 gordonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1272.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.0	0.0	0.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Peptostreptococcales;f__Peptostreptococcaceae_256921;g__Romboutsia_B;__	91.0	304.0	4.0	56.0	26.0	9.0	99.0	10.0	12.0	7.0	0.0	0.0	20.0	0.0	0.0	2.0	0.0	0.0	3.0	166.0	43.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	108.0	44.0	13.0	0.0	0.0	0.0	66.0	12.0	21.0	63.0	0.0	41.0	183.0	0.0	0.0	72.0	28.0	0.0	8.0	0.0	66.0	37.0	46.0	0.0	0.0	0.0	0.0	0.0	228.0	8.0	0.0	24.0	0.0	3.0	189.0	18.0	0.0	4.0	27.0	41.0	20.0	0.0	0.0	16.0	12.0	37.0	0.0	232.0	21.0	21.0	0.0	151.0	6.0	3.0	68.0	245.0	0.0	171.0	0.0	100.0	0.0	12.0	1745.0	0.0	88.0	16.0	0.0	26.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	78.0	0.0	0.0	27.0	36.0	3.0	16.0	46.0	0.0	0.0	0.0	332.0	57.0	0.0	26.0	38.0	2.0	0.0	12.0	0.0	30.0	112.0	25.0	387.0	7.0	32.0	22.0	0.0	1.0	0.0	161.0	0.0	3.0	135.0	3.0	131.0	12.0	0.0	2.0	30.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;__	96.0	0.0	120.0	12.0	7.0	4.0	0.0	9.0	38.0	197.0	0.0	81.0	0.0	4.0	0.0	97.0	4.0	4.0	8.0	15.0	112.0	39.0	0.0	0.0	0.0	3.0	25.0	0.0	0.0	4.0	5.0	0.0	0.0	6.0	339.0	171.0	103.0	6.0	83.0	13.0	163.0	2.0	0.0	49.0	12.0	113.0	7.0	70.0	269.0	36.0	57.0	4.0	4.0	5.0	17.0	1204.0	3.0	7.0	0.0	0.0	65.0	4.0	5.0	88.0	4.0	2.0	859.0	15.0	81.0	62.0	6.0	21.0	4.0	83.0	35.0	2.0	336.0	8.0	154.0	9.0	358.0	89.0	0.0	4.0	0.0	22.0	0.0	9.0	26.0	8.0	14.0	5.0	5.0	43.0	135.0	9.0	556.0	4.0	724.0	8.0	0.0	3.0	2.0	6.0	14.0	117.0	0.0	3.0	0.0	210.0	4.0	2.0	7.0	2.0	367.0	27.0	4.0	16.0	6.0	14.0	58.0	134.0	7.0	0.0	6.0	22.0	168.0	10.0	61.0	76.0	0.0	4.0	123.0	9.0	2.0	75.0	14.0	149.0	12.0	2.0	2.0	0.0	3.0	71.0	2.0	39.0	22.0	18.0	9.0	208.0	4.0	159.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	4.0	235.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	24.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	1091.0	0.0	41.0	220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	2.0	0.0	42.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	3.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	8.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	11.0	4.0	0.0	2.0	0.0	0.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	1.0	0.0	0.0	14.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	14.0	1.0	0.0	1.0	16.0	0.0	1.0	0.0	0.0	0.0	89.0	0.0	51.0	2.0	0.0	13.0	17.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	184.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	11.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
