# Constructed from biom file
#OTU ID	F42-H8	F25-T8	F35-T8	F08-H0	F25-H0	F24-H0	F37-H0	F21-H0	F26-H8	F17-T8	F27-T8	F36-H8	F18-H0	F30-T8	F25-T0	F28-T0	F44-T0	F08-T0	F31-T8	F27-H8	F42-H0	F01-H0	F24-T0	F31-T0	F08-T8	F45-H0	F32-H8	F19-H0	F06-H0	F23-T8	F30-T0	F22-T0	F04-H0	F37-T8	F10-T8	F10-T0	F17-T0	F19-T0	F36-T8	F26-T0	F18-H8	F04-T0	F19-H8	F12-T8	F14-T8	F12-T0	F39-H0	F34-H0	F12-H8	F33-T0	F17-H0	F06-H8	F21-T0	F45-T8	F28-T8	F11-H8	F14-T0	F44-T8	F23-H0	F45-T0	F20-H8	F45-H8	F35-T0	F18-T8	F22-H8	F13-H8	F08-H8	F06-T8	F42-T8	F38-T8	F06-T0	F39-T0	F04-T8	F11-H0	F09-H8	F30-H8	F15-T0	F09-H0	F20-H0	F16-T0	F10-H0	F42-T0	F30-H0	F14-H8	F23-T0	F38-T0	F16-H8	F20-T0	F35-H8	F37-T0	F39-H8	F05-T0	F31-H8	F33-H0	F10-H8	F33-T8	F11-T8	F01-H8	F20-T8	F09-T8	F21-H8	F24-H8	F16-T8	F28-H8	F05-H0	F15-H0	F44-H8	F13-T0	F32-T0	F37-H8	F14-H0	F09-T0	F01-T0	F19-T8	F39-T8	F34-H8	F27-H0	F04-H8	F05-H8	F31-H0	F32-T8	F01-T8	F21-T8	F22-H0	F32-H0	F33-H8	F15-H8	F05-T8	F36-T0	F18-T0	F16-H0	F25-H8	F26-H0	F34-T8	F22-T8	F17-H8	F38-H8	F38-H0	F44-H0	F27-T0	F28-H0	F24-T8	F23-H8	F34-T0	F13-T8	F36-H0	F15-T8	F26-T8	F35-H0	F12-H0	F13-H0	F11-T0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacillus;s__Amedibacillus dolichus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A_40086;s__Phascolarctobacterium_A_40086 faecium	80.0	5023.0	842.0	559.0	565.0	2103.0	427.0	69.0	15.0	96.0	467.0	35.0	55.0	638.0	253.0	383.0	168.0	447.0	335.0	73.0	12.0	0.0	137.0	273.0	112.0	304.0	39.0	10.0	6.0	0.0	460.0	383.0	0.0	528.0	263.0	57.0	12.0	32.0	10.0	816.0	82.0	0.0	56.0	1366.0	1917.0	699.0	75.0	2.0	593.0	358.0	37.0	59.0	103.0	1024.0	725.0	14.0	1194.0	325.0	0.0	86.0	419.0	157.0	1295.0	91.0	452.0	17.0	208.0	17.0	13.0	28.0	64.0	2.0	2.0	0.0	698.0	668.0	23.0	365.0	518.0	615.0	228.0	26.0	349.0	444.0	65.0	4.0	936.0	283.0	1156.0	229.0	58.0	0.0	126.0	537.0	541.0	795.0	7.0	0.0	414.0	1128.0	83.0	115.0	2612.0	2124.0	3.0	2.0	226.0	46.0	64.0	84.0	255.0	11.0	12.0	10.0	11.0	3.0	283.0	0.0	0.0	198.0	54.0	0.0	718.0	1361.0	69.0	553.0	0.0	62.0	0.0	91.0	682.0	1426.0	11.0	15.0	185.0	29.0	19.0	7.0	916.0	256.0	783.0	333.0	0.0	3.0	8.0	14.0	4.0	21.0	1499.0	987.0	9.0	0.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia timonensis	0.0	7.0	5.0	0.0	6.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	12.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	17.0	0.0	6.0	0.0	0.0	8.0	2.0	2.0	2.0	5.0	0.0	27.0	2.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0	0.0	1.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	0.0	3.0	0.0	17.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	21.0	0.0	3.0	4.0	0.0	3.0	0.0	3.0	0.0	0.0	17.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	33.0	2.0	0.0	0.0	3.0	0.0	3.0	0.0	2.0	3.0	31.0	10.0	4.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A_180067;s__Butyrivibrio_A_180067 crossotus	45.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3087.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	35.0	2.0	0.0	0.0	0.0	0.0	0.0	53.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	38.0	8.0	0.0	0.0	1.0	47.0	1.0	2.0	0.0	34.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	330.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	27.0	0.0	1.0	10.0	0.0	0.0	1.0	0.0	9139.0	0.0	1.0	2.0	1.0	0.0	0.0	3600.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	4.0	2.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	2.0	150.0	0.0	0.0	0.0	2.0	14.0	0.0	0.0	0.0	1.0	78.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.0	0.0	0.0	0.0	0.0	3.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter intestini	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	138.0	0.0	0.0	0.0	0.0	0.0	333.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	327.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.0	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	119.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	576.0	7.0	213.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;__	0.0	2.0	145.0	9.0	0.0	0.0	2.0	0.0	1.0	55.0	308.0	0.0	6.0	59.0	0.0	0.0	8.0	7.0	12.0	468.0	0.0	2.0	0.0	0.0	9.0	0.0	0.0	26.0	0.0	4.0	105.0	190.0	0.0	2.0	4.0	8.0	89.0	25.0	2.0	6.0	6.0	2.0	26.0	47.0	20.0	16.0	95.0	0.0	25.0	3.0	41.0	2.0	0.0	0.0	0.0	441.0	197.0	9.0	0.0	0.0	0.0	0.0	58.0	0.0	138.0	0.0	0.0	2.0	0.0	3.0	3.0	22.0	4.0	410.0	7.0	61.0	9.0	8.0	0.0	7.0	2.0	0.0	7.0	45.0	12.0	2.0	5.0	1.0	71.0	2.0	14.0	0.0	5.0	0.0	7.0	0.0	316.0	2.0	0.0	8.0	3.0	0.0	3.0	5.0	2.0	10.0	1.0	2.0	5.0	0.0	43.0	0.0	2.0	7.0	26.0	0.0	479.0	0.0	9.0	4.0	5.0	0.0	6.0	207.0	4.0	0.0	6.0	4.0	0.0	5.0	0.0	4.0	0.0	71.0	222.0	234.0	6.0	0.0	2.0	227.0	0.0	0.0	3.0	0.0	0.0	13.0	2.0	3.0	106.0	33.0	3.0	181.0
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA11452;s__	32.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	17.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	19.0	0.0	4.0	0.0	0.0	419.0	2.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	87.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	237.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	165.0	0.0	0.0	0.0	3.0	6.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	10.0	11.0	1279.0	322.0	12.0	452.0	13.0	16.0	131.0	7.0	517.0	4.0	6.0	31.0	8.0	4.0	18.0	14.0	9.0	1523.0	7.0	10.0	13.0	2.0	67.0	1631.0	8.0	8.0	16.0	199.0	12.0	1023.0	0.0	10.0	21.0	12.0	10.0	15.0	12.0	3116.0	8.0	8.0	23.0	9.0	7.0	11.0	10.0	4.0	11.0	12.0	0.0	12.0	2.0	611.0	12.0	490.0	15.0	14.0	132.0	121.0	8.0	426.0	293.0	2.0	1187.0	14.0	4.0	20.0	9.0	13.0	89.0	2.0	10.0	267.0	9.0	0.0	200.0	16.0	12.0	14.0	15.0	8.0	0.0	11.0	168.0	2.0	16.0	12.0	2109.0	4.0	2.0	7.0	16.0	10.0	300.0	6.0	342.0	2.0	26.0	20.0	9.0	333.0	11.0	13.0	12.0	43.0	21.0	10.0	0.0	4.0	2.0	9.0	9.0	11.0	2.0	11.0	500.0	11.0	12.0	12.0	7.0	7.0	14.0	540.0	11.0	4.0	31.0	6.0	0.0	11.0	10.0	6.0	208.0	15.0	2546.0	11.0	9.0	0.0	24.0	537.0	7.0	9.0	623.0	26.0	3.0	10.0	37.0	1216.0	1255.0	7.0	13.0	108.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__CAG-272;g__Avispirillum;s__Avispirillum sp011957885	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	12.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	2.0	14.0	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	17.0	0.0	0.0	8.0	0.0	0.0	17.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	27.0	0.0	0.0
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-267;s__	4.0	12.0	5.0	3.0	0.0	0.0	0.0	2.0	4.0	8.0	4.0	3.0	268.0	7.0	5.0	38.0	2.0	2.0	5.0	2.0	0.0	4.0	4.0	0.0	0.0	5.0	0.0	3.0	5.0	0.0	0.0	115.0	0.0	5.0	25.0	0.0	0.0	9.0	0.0	6.0	224.0	3.0	7.0	5.0	8.0	1.0	2.0	2.0	0.0	2.0	7.0	0.0	0.0	5.0	2.0	2.0	2.0	0.0	0.0	0.0	1745.0	5.0	0.0	8.0	1392.0	0.0	5.0	5.0	2.0	7.0	2.0	0.0	5.0	3.0	2.0	0.0	11.0	0.0	1112.0	6.0	4.0	2.0	2.0	2.0	2.0	0.0	2.0	2737.0	3.0	0.0	4.0	5.0	6.0	2.0	1.0	0.0	4.0	5.0	2052.0	2.0	5.0	0.0	0.0	3.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	4.0	2.0	0.0	0.0	5.0	974.0	0.0	2.0	4.0	3.0	0.0	5.0	2.0	2.0	0.0	2.0	3.0	4.0	5.0	0.0	0.0	0.0	2.0	7.0	6.0	14.0	2.0	3.0	5.0	4.0	10.0	0.0	2.0	0.0
d__Bacteria;p__Desulfobacterota_G_459543;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio_446353;s__Desulfovibrio fairfieldensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella_B;s__Barnesiella_B viscericola	0.0	0.0	0.0	185.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	95.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	142.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	151.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	2.0	0.0	0.0	427.0	0.0	0.0	0.0	72.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20;s__	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	785.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188.0	0.0	3.0	0.0	0.0	4.0	1.0	0.0	0.0	370.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides_B_862066;s__Parabacteroides_B_862066 distasonis	148.0	46.0	344.0	159.0	15.0	82.0	40.0	3781.0	96.0	128.0	746.0	236.0	416.0	3194.0	4.0	133.0	229.0	18.0	128.0	1038.0	28.0	481.0	91.0	60.0	38.0	359.0	152.0	216.0	351.0	221.0	267.0	313.0	291.0	133.0	364.0	112.0	73.0	268.0	666.0	737.0	573.0	415.0	463.0	533.0	1436.0	97.0	232.0	39.0	216.0	774.0	98.0	448.0	195.0	2537.0	517.0	773.0	161.0	101.0	65.0	272.0	196.0	78.0	84.0	101.0	1128.0	819.0	52.0	1047.0	230.0	88.0	62.0	72.0	248.0	759.0	44.0	420.0	87.0	7.0	70.0	18.0	216.0	166.0	112.0	1172.0	125.0	53.0	14.0	15.0	947.0	23.0	41.0	18.0	111.0	6489.0	87.0	190.0	598.0	115.0	226.0	21.0	2364.0	57.0	37.0	94.0	19.0	32.0	131.0	268.0	43.0	33.0	140.0	160.0	302.0	682.0	108.0	288.0	267.0	318.0	28.0	110.0	114.0	190.0	1446.0	103.0	146.0	367.0	70.0	10.0	1472.0	732.0	11.0	11.0	91.0	280.0	221.0	312.0	104.0	12.0	186.0	497.0	130.0	1218.0	137.0	158.0	631.0	179.0	25.0	416.0	203.0	97.0	412.0	800.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A_121497;s__Coprococcus_A_121497 eutactus	542.0	8.0	1803.0	4.0	4.0	580.0	4.0	5.0	147.0	9.0	8.0	4.0	0.0	8.0	4.0	2.0	347.0	9.0	4.0	7.0	267.0	5.0	3.0	4.0	0.0	6.0	2.0	539.0	5.0	43.0	3.0	18.0	10.0	12.0	534.0	207.0	4.0	2858.0	6.0	13.0	10.0	5.0	663.0	12.0	12.0	48.0	35.0	48.0	20.0	9.0	15.0	3.0	2.0	7.0	3.0	598.0	6.0	756.0	46.0	3.0	34.0	3.0	91.0	3.0	11.0	11.0	936.0	3.0	22.0	167.0	8.0	5.0	5.0	250.0	8.0	2.0	3.0	3.0	204.0	9.0	951.0	16.0	5.0	7.0	47.0	80.0	6.0	10.0	21.0	5.0	7.0	8.0	16.0	4.0	5.0	2.0	179.0	14.0	9.0	6.0	3.0	148.0	5.0	2.0	17.0	1.0	369.0	10.0	0.0	4.0	5.0	4.0	10.0	178.0	25.0	1.0	2.0	6.0	1.0	1.0	2.0	2.0	6.0	11.0	5.0	2.0	0.0	12.0	0.0	3.0	4.0	4.0	1.0	17.0	4.0	76.0	4.0	121.0	88.0	0.0	407.0	13.0	35.0	0.0	4.0	5.0	5.0	5.0	22.0	79.0	8.0	34.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Dysosmobacter;s__Dysosmobacter welbionis	8.0	45.0	63.0	16.0	21.0	37.0	11.0	65.0	18.0	37.0	183.0	6.0	55.0	31.0	10.0	397.0	25.0	19.0	56.0	94.0	4.0	8.0	30.0	8.0	49.0	316.0	45.0	85.0	59.0	25.0	14.0	16.0	26.0	21.0	150.0	22.0	32.0	74.0	23.0	57.0	146.0	33.0	35.0	80.0	7.0	33.0	34.0	39.0	16.0	48.0	8.0	141.0	15.0	159.0	211.0	24.0	10.0	24.0	14.0	21.0	102.0	270.0	66.0	11.0	31.0	30.0	43.0	102.0	21.0	10.0	33.0	23.0	133.0	73.0	86.0	24.0	23.0	38.0	77.0	4.0	49.0	27.0	7.0	17.0	77.0	15.0	2.0	19.0	146.0	2.0	6.0	5.0	24.0	35.0	72.0	36.0	54.0	18.0	60.0	57.0	70.0	6.0	24.0	331.0	38.0	13.0	5.0	19.0	14.0	4.0	4.0	43.0	6.0	39.0	22.0	132.0	37.0	23.0	37.0	16.0	14.0	48.0	64.0	18.0	14.0	29.0	7.0	5.0	47.0	55.0	6.0	38.0	6.0	51.0	27.0	93.0	5.0	4.0	37.0	248.0	85.0	50.0	23.0	28.0	28.0	32.0	5.0	36.0	44.0	21.0	22.0	12.0
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera_A_38685;s__Megasphaera_A_38685 indica	4.0	5.0	8.0	962.0	5.0	8.0	2.0	8.0	5.0	70.0	0.0	0.0	4.0	0.0	0.0	5.0	7.0	1342.0	9.0	0.0	2.0	4.0	7.0	0.0	94.0	9.0	4.0	0.0	5.0	67.0	4.0	40.0	0.0	4.0	6.0	4.0	58.0	7.0	2.0	1.0	7.0	2.0	15.0	7.0	5.0	4.0	927.0	0.0	7.0	5.0	15.0	2.0	0.0	7.0	4.0	14.0	7.0	8.0	0.0	7.0	4.0	2.0	4.0	9.0	2.0	4.0	5.0	0.0	0.0	5.0	942.0	20.0	0.0	8.0	1093.0	7.0	164.0	776.0	6.0	4.0	4.0	5.0	0.0	6.0	57.0	0.0	3.0	4.0	4.0	4.0	831.0	138.0	0.0	7.0	510.0	5.0	9.0	5.0	7.0	416.0	2.0	0.0	6.0	5.0	2738.0	499.0	28.0	3.0	4.0	0.0	0.0	2.0	5.0	5.0	357.0	11.0	0.0	3.0	308.0	4.0	8.0	2.0	2.0	5.0	2.0	0.0	825.0	523.0	0.0	10.0	2.0	3.0	2.0	7.0	6.0	101.0	4.0	0.0	9.0	1.0	0.0	8.0	141.0	4.0	0.0	8.0	147.0	9.0	7.0	6.0	2.0	11.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Hominicoprocola;s__Hominicoprocola sp900317525	177.0	4.0	203.0	10.0	4.0	29.0	6.0	170.0	65.0	810.0	0.0	9.0	194.0	7.0	3.0	0.0	74.0	37.0	14.0	6.0	76.0	4.0	3.0	0.0	0.0	5.0	193.0	0.0	4.0	57.0	3.0	32.0	2.0	59.0	745.0	204.0	529.0	3.0	190.0	10.0	428.0	2.0	5.0	24.0	76.0	174.0	38.0	5.0	47.0	4.0	64.0	2.0	0.0	3.0	7.0	9.0	432.0	11.0	19.0	0.0	26.0	4.0	7.0	50.0	87.0	3.0	73.0	4.0	192.0	16.0	8.0	9.0	9.0	3.0	85.0	0.0	1411.0	53.0	180.0	5.0	79.0	109.0	4.0	195.0	287.0	26.0	4.0	17.0	1522.0	0.0	5.0	4.0	10.0	3.0	2.0	2.0	6.0	10.0	7.0	50.0	36.0	13.0	0.0	0.0	8.0	356.0	3.0	5.0	6.0	4.0	214.0	3.0	2.0	384.0	25.0	2.0	2.0	4.0	31.0	27.0	69.0	0.0	0.0	10.0	53.0	2.0	333.0	0.0	4.0	35.0	4.0	4.0	59.0	19.0	52.0	180.0	4.0	14.0	10.0	3.0	2.0	2.0	111.0	111.0	0.0	182.0	220.0	415.0	480.0	25.0	8.0	17.0
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_737866;f__Enterobacteriaceae_A_725029;__;__	5.0	84.0	5.0	7.0	8.0	2.0	7.0	5.0	4.0	0.0	7.0	12.0	4.0	7.0	8.0	3.0	6.0	6.0	1.0	11.0	0.0	35.0	16.0	1569.0	4.0	4.0	11.0	517.0	7.0	6.0	12.0	4.0	2.0	8.0	19.0	12.0	1.0	160.0	0.0	4.0	13.0	6.0	216.0	12.0	6.0	2.0	7.0	3.0	14.0	4.0	2.0	2.0	0.0	12.0	68.0	10.0	14.0	6.0	6.0	3.0	8.0	15.0	2.0	6.0	5.0	179.0	16.0	12.0	2.0	1.0	10.0	2.0	6.0	7.0	13.0	29.0	11.0	8.0	45.0	4.0	6.0	0.0	0.0	16.0	6.0	4.0	2.0	7.0	10.0	9.0	8.0	2647.0	143.0	7.0	6.0	2.0	5.0	4.0	13.0	7.0	1.0	65.0	14.0	10.0	6.0	16.0	2.0	108.0	2.0	7.0	0.0	5.0	2.0	128.0	7.0	0.0	4.0	8.0	5.0	5.0	5.0	2.0	12.0	4.0	17.0	7.0	8.0	2.0	0.0	51.0	1040.0	3.0	2.0	4.0	27.0	13.0	110.0	7.0	16.0	2.0	2.0	4.0	3.0	3.0	204.0	6.0	10.0	74.0	5.0	12.0	208.0	4.0
